text,label
"해외 선물 자동매매 프로그램 무료배포. 설치하기 http://autotrade.apk","investment"
"[급등주 추천] 내일 상한가 종목 무료공개 단톡방 입장 http://open.kakao/stock","investment"
"코인 시세조작 정보 미리 드립니다. 소수정예 VIP방 초대 http://cointalk.link","investment"
"비상장 주식 상장 확정 정보입니다. 지금 매수하면 3배 http://preipo.cc","investment"
"[Web발신] 해외거래소 신규가입 이벤트 100만원 지급. 앱 다운 http://exchange-kr.apk","investment"
"전문 애널리스트 1:1 관리 무료. 손실보전 약속드립니다 http://analyst-vip.xyz","investment"
"NFT 사전판매 참여자 모집. 출금은 회원등급 상향 후 가능합니다","investment"
"수익금 출금하시려면 세금 10%를 먼저 입금해주셔야 합니다","investment"
"[리딩방] 오늘 종목 3개 전부 적중. 유료방 이동 안내 http://vipstock.top","investment"
"FX마진 거래 초보도 월 500 가능. 시연 영상 확인 http://fx-guide.cc","investment"
"[Web발신] 부동산 조각투자 연 20% 확정. 선착순 마감 http://reits-kr.info","investment"
"김프 차익거래로 무위험 수익 내는 법 알려드립니다. 톡 문의 crypto_king","investment"
"출금 신청이 보류되었습니다. 계좌 활성화 보증금 200만원 입금 필요","investment"
"[Web발신] 해외 결제 승인 USD 780.00 본인 아닐경우 신고 02-XXX-XXXX","payment"
"[Web발신] 구글플레이 소액결제 99,000원 승인완료. 취소 http://pay-cancel.top","payment"
"[알림] 애플 앱스토어 자동결제 129,000원 처리되었습니다. 문의 010-XXXX-XXXX","payment"
"[Web발신] 통신요금 미납 138,900원 오늘까지 미납시 이용정지 http://tele-pay.cc","payment"
"넷플릭스 구독 결제 실패. 결제수단 갱신 http://netflix-billing.xyz","payment"
"[Web발신] 쿠팡 주문건 결제 승인 356,000원 본인확인 http://coupang-chk.top","payment"
"카드 승인 알림: 해외가맹점 1,240,000원 이의제기 http://card-dispute.info","payment"
"[Web발신] 전기요금 미납으로 단전 예정입니다. 납부확인 http://kepco-pay.link","payment"
"결제 취소 요청이 접수되었습니다. 환불계좌 입력 http://refund-form.cc","payment"
"[Web발신] 배달앱 결제오류로 이중결제되었습니다. 환불신청 http://delivery-refund.top","payment"
"고객님 명의로 인터넷 가입 신청이 접수되었습니다. 본인 아닐시 취소 1600-XXXX","payment"
"[Web발신] 아마존 결제 USD 439 승인. 취소는 아래 번호로 070-XXXX-XXXX","payment"
"멤버십 자동연장 결제 89,000원 완료. 해지 원하시면 링크 접속 http://member-cancel.xyz","payment"
"[Web발신] 수도요금 체납 안내 및 급수정지 예고 http://water-bill.cc","payment"
"게임 아이템 결제 250,000원 승인. 본인 아닐 경우 즉시 신고 http://game-pay.top","payment"
"[Web발신] 국민은행 6월 거래내역서가 발송되었습니다. 인터넷뱅킹에서 확인하세요.","normal"
"[CJ대한통운] 고객님의 상품이 오늘 오후 배송 예정입니다. 기사님 연락처 010-1234-5678","normal"
"[네이버] 로그인 인증번호 [482913] 타인에게 알려주지 마세요.","normal"
"[교보문고] 주문하신 도서가 발송되었습니다. 주문내역은 앱에서 확인 가능합니다.","normal"
"[Web발신] 신한카드 승인 김OO 15,000원 일시불 스타벅스 강남점","normal"
"[행정안전부] 오늘 오후 3시 지진 대피 훈련이 실시됩니다. 안내에 따라 참여해주세요.","normal"
"[병원 안내] 내일 오전 10시 예약이 확인되었습니다. 변경은 02-1234-5678로 연락주세요.","normal"
"[쿠팡] 주문하신 상품이 문앞에 배송완료되었습니다. 사진은 앱에서 확인하세요.","normal"
"[학사공지] 2학기 수강신청은 8월 12일 오전 10시부터입니다. 포털에서 진행해주세요.","normal"
"[Web발신] KT 8월 요금 안내 87,340원 자동이체 예정입니다. 상세내역은 마이케이티에서 확인","normal"
"[대한적십자사] 헌혈 참여에 감사드립니다. 다음 헌혈 가능일은 10월 3일입니다.","normal"
"[우리은행] 적금 만기 안내드립니다. 가까운 영업점 또는 앱에서 처리 가능합니다.","normal"
"안녕하세요 내일 회의 3시로 변경되었습니다. 참고 부탁드립니다.","normal"
"[티켓링크] 예매하신 공연은 8월 20일 19시입니다. 취소는 공연 3일 전까지 가능합니다.","normal"
"[Web발신] 예비군 훈련 일정 안내입니다. 자세한 내용은 국방부 공식 앱에서 확인하세요.","normal"
"[도서관] 대출하신 도서 반납일이 3일 남았습니다. 연장은 홈페이지에서 가능합니다.","normal"
"주문번호 20240712-8871 상품 준비중입니다. 배송 시작되면 다시 안내드리겠습니다.","normal"
"[통신사] 데이터 사용량이 80%를 초과했습니다. 잔여량은 고객센터 앱에서 확인하세요.","normal"
"[Web발신] 배송정보 확인 후 재발송 신청 부탁드립니다 http://cjdelivery-check.top","delivery"
"[국제발신] 해외직구 물품 통관대행 수수료 미납으로 반송 예정입니다 http://customs-fee.xyz","delivery"
"우체국택배 부재중 방문 안내입니다. 재배송 신청은 아래 링크에서 http://post-redeliver.cc","delivery"
"[Web발신] 로젠택배 주소불일치로 배송보류 중입니다 확인요망 http://logen-check.top","delivery"
"고객님 택배 수취인 정보 오류로 인해 임시보관 처리되었습니다 http://parcel-hold.info","delivery"
"[Web발신] 배송조회 결과 반송예정 상품입니다. 주소 재입력 http://addr-retry.xyz","delivery"
"택배기사입니다 잠시후 방문예정인데 부재시 문앞에 두겠습니다 상세위치 입력 http://drop-location.cc","delivery"
"[국제발신] 항공특송 관세 미정산으로 통관 보류중입니다 http://ems-tax.top","delivery"
"[Web발신] GS25 택배보관함 도착 알림. 비밀번호 확인 http://gspost-box.icu","delivery"
"쿠팡 배송 지연 보상 신청 안내입니다. 아래에서 진행하세요 http://coupang-comp.xyz","delivery"
"[Web발신] 배송중 상품파손 확인되었습니다. 보상절차 진행 http://damage-claim.top","delivery"
"택배 주소가 확인되지 않아 발송이 보류되었습니다. 즉시 수정 http://ship-hold.cc","delivery"
"[Web발신] CU편의점택배 보관기간 만료 임박. 수령확인 http://cupost-exp.xyz","delivery"
"[국제발신] 알리익스프레스 배송물품 세관검사 대상. 확인필요 http://ali-customs.top","delivery"
"우체국 등기 반송 처리 3일전 최종안내입니다 http://epost-final.icu","delivery"
"[Web발신] 택배 오배송으로 회수 예정입니다. 수령확인 부탁드립니다 http://wrongship.cc","delivery"
"배송기사 번호가 변경되어 안내드립니다. 수취확인 부탁드려요 http://driver-new.xyz","delivery"
"[Web발신] 편의점택배 미수령으로 폐기예정 상품입니다 http://cvspost-discard.top","delivery"
"국제택배 관세 및 부가세 5,400원 미납 확인바랍니다 http://intl-tax.cc","delivery"
"[Web발신] 배송완료 상품 오수령 신고 접수. 확인부탁드립니다 http://misdeliver.xyz","delivery"
"택배보관함 이용안내 - 비밀번호 오류로 재설정이 필요합니다 http://locker-reset.top","delivery"
"[Web발신] 쓱배송 주소지 확인불가로 배송 취소 예정 http://ssg-addr.cc","delivery"
"고객님이 신청하지 않은 배송건이 접수되었습니다. 본인확인 필요 http://unknown-order.xyz","delivery"
"[국제발신] DHL 특급배송 수취인 서명 필요. 확인하기 http://dhl-sign.top","delivery"
"택배 파손 보상금 지급 안내입니다. 계좌확인 후 입금됩니다 http://compensate-pay.cc","delivery"
"[Web발신] 편의점택배 찾아가지 않은 상품 3일뒤 자동반송 http://cvs-return.icu","delivery"
"배송지연 사과 쿠폰 발급 안내. 아래에서 다운로드하세요 http://coupon-down.xyz","delivery"
"[Web발신] 새벽배송 상품 분실접수. 보상신청 링크 확인 http://loss-claim.top","delivery"
"택배사 시스템 점검으로 배송정보가 초기화되었습니다. 재입력 필요 http://reset-info.cc","delivery"
"[국제발신] 해외배송 대행료 미결제로 통관 중단. 즉시 결제 http://forward-pay.xyz","delivery"
"[Web발신] 서울지방경찰청입니다. 귀하 명의 통장이 대포통장으로 신고되었습니다 확인바랍니다","institution"
"국세청 홈택스 부가세 환급 대상자 조회 결과 도착 http://hometax-refund.cc","institution"
"[검찰청] 귀하는 보이스피싱 공범 혐의로 조사 예정입니다. 즉시 연락 요망","institution"
"[Web발신] 관세청입니다. 해외직구 물품 통관과 관련해 확인이 필요합니다 http://customs-gov.top","institution"
"법원 출석요구서가 발부되었습니다. 미출석시 불이익이 발생합니다 http://court-summon.xyz","institution"
"[금융감독원] 귀하 계좌가 자금세탁 의심거래로 모니터링 중입니다","institution"
"행정안전부 재난지원금 신청 대상자 확인 안내 http://gov-support.cc","institution"
"[Web발신] 경찰청 사이버안전국입니다. 명의도용 피해 신고건 확인 필요 http://cyber-police.top","institution"
"국민연금공단 추납보험료 환급 안내입니다. 계좌등록 필요 http://nps-refund.xyz","institution"
"[Web발신] 서울회생법원 개인회생 관련 서류가 도달했습니다 http://court-doc2.cc","institution"
"질병관리청 예방접종 이상반응 조사 대상자입니다. 확인 요망 http://kdca-survey.top","institution"
"[검찰청 형사부] 귀하 명의로 발급된 카드가 범죄에 이용되었습니다","institution"
"고용노동부 근로장려금 신청기한 임박 안내 http://moel-benefit.xyz","institution"
"[Web발신] 국세청입니다. 세금 체납으로 재산압류 예정통보 http://nts-seizure.cc","institution"
"선거관리위원회입니다. 본인확인 후 투표 참여 인증 부탁드립니다 http://nec-verify.top","institution"
"[경찰청] 귀하 신분증이 타인에 의해 도용된 정황이 발견되었습니다","institution"
"보건복지부 긴급복지지원 대상자 선정 안내 http://mohw-support.xyz","institution"
"[Web발신] 관세청 밀수단속반입니다. 반입물품 확인이 필요합니다 http://customs-check2.cc","institution"
"서울중앙지법 전자소송 답변서 제출기한 안내 http://ecourt-reply.top","institution"
"[금융위원회] 불법사금융 피해자로 확인되어 구제절차 안내드립니다","institution"
"국민건강보험공단 건강검진 미수검 안내 및 과태료 부과 예정 http://nhis-fine.xyz","institution"
"[Web발신] 대검찰청입니다. 귀하 계좌 관련 참고인 조사가 필요합니다 http://spo-witness.cc","institution"
"병무청 병역판정검사 불참으로 인한 고발 예정 안내 http://mma-notice.top","institution"
"[경찰청 여성청소년과] 사칭 피해 신고가 접수되어 연락드립니다","institution"
"근로복지공단 산재보험료 환급금 지급 안내 http://kcomwel-refund.xyz","institution"
"[Web발신] 금융감독원 불법사금융신고센터입니다. 피해사실 확인 필요 http://fss-report.cc","institution"
"지방자치단체 재산세 과오납 환급 안내입니다 http://tax-overpay.top","institution"
"[검찰청] 귀하 앞으로 송달된 소환장을 확인하지 않으면 강제구인됩니다","institution"
"국토교통부 부동산 실거래 허위신고 조사 대상자 안내 http://molit-check.xyz","institution"
"[Web발신] 서울출입국관리사무소입니다. 체류자격 확인이 필요합니다 http://immigration-check.cc","institution"
"[Web발신] 1금융권 수준 저금리 전환대출 한도조회 무료 http://bank-level-loan.top","financial"
"신혼부부 특례 전세자금대출 한도 상향 안내 http://newlywed-loan.cc","financial"
"[Web발신] 개인사업자 정책자금 무담보 최대 1억 지원 http://biz-fund.xyz","financial"
"카드값 밀리신 분들 채무통합 저금리 갈아타기 상담 http://debt-merge.top","financial"
"[Web발신] 든든전세론 특별한도 안내. 지금 바로 조회하세요 http://jeonse-loan.cc","financial"
"무직자도 가능한 비상금대출 즉시입금 상담 010-XXXX-XXXX","financial"
"[Web발신] 대출 갈아타기 이자 50% 절감 가능. 무료상담 신청 http://interest-cut.xyz","financial"
"신용카드 현금서비스 한도 초과분 특별 전환 안내 http://cash-convert.top","financial"
"[Web발신] 만19세 이상 누구나 최대 3천만원 신용대출 승인 http://anyone-loan.cc","financial"
"개인회생자 재대출 전문 상담. 신용조회 없이 진행 http://recovery-loan.xyz","financial"
"[Web발신] 정책서민금융 새희망홀씨 한도조회 안내 http://hope-loan.top","financial"
"저신용자 특별출시 상품, 오늘까지만 무이자 이벤트 http://lowcredit-event.cc","financial"
"[Web발신] 대출이자 연체중이신가요 무료 채무조정 상담 http://overdue-help.xyz","financial"
"직장인 신용대출 한도상향 이벤트 마감임박 http://worker-loan.top","financial"
"[Web발신] 카드론 대환 특별금리 3.9% 오늘만 적용 http://cardloan-rate.cc","financial"
"무직자 프리랜서 전용 소액대출 상담 가능합니다 010-XXXX-XXXX","financial"
"[Web발신] 국민행복기금 채무감면 대상자 확인 안내 http://happyfund-check.xyz","financial"
"보증보험 없이 진행되는 특별 신용대출 상품 안내 http://noguarantee-loan.top","financial"
"[Web발신] 사업자 매출대금 담보없이 즉시대출 가능 http://sales-loan.cc","financial"
"저축은행 특판 대환대출 한도조회 무료입니다 http://savingsbank-loan.xyz","financial"
"[Web발신] 신용점수 무관 100% 승인 대출상품 출시 http://noscore-loan.top","financial"
"대부업 등록업체 정식 저금리 상품 안내드립니다 http://registered-loan.cc","financial"
"[Web발신] 청년 전용 정책자금대출 신청 마감 임박 http://youth-fund.xyz","financial"
"긴급생계자금 당일지급 가능. 서류간소화 상담 http://urgent-fund.top","financial"
"[Web발신] 대출 승인율 98% 상품 한정특가 안내 http://highapproval-loan.cc","financial"
"카드 리볼빙 부담되시는 분들 전환대출 상담해드립니다 http://revolving-convert.xyz","financial"
"[Web발신] 무보증 무담보 특별 소상공인 대출 안내 http://smallbiz-loan2.top","financial"
"신용회복지원 대상자 채무조정 무료상담 신청하세요 http://credit-recovery.cc","financial"
"[Web발신] 프리랜서 소득증빙 없이 대출 가능합니다 http://noproof-loan.xyz","financial"
"대환대출 갈아타면 매달 상환액 절반으로 줄어듭니다 http://halfpay-loan.top","financial"
"엄마 나 폰 잃어버려서 친구폰으로 연락하는거야 걱정마","acquaintance"
"아들 나 지금 급하게 나갈 일이 생겨서 그런데 카드 좀 빌려줘","acquaintance"
"언니 나 지금 통화 어려운 상황이야 톡으로 얘기하자","acquaintance"
"삼촌 저 조카인데 폰 바꿔서 연락드려요 급한 부탁이 있어요","acquaintance"
"여보 나 지금 회의중이라 전화 못받아 문자로 부탁할게 있어","acquaintance"
"친구야 나 폰 액정 나가서 노트북으로 연락하는거야 부탁 하나만","acquaintance"
"엄마 나 계좌 잠깐 막혀서 그런데 100만원만 이 계좌로 보내줄 수 있어?","acquaintance"
"형 나 지금 밖인데 급하게 인증할게 있어서 번호 하나만 불러줘","acquaintance"
"아빠 저 카드결제 문제 생겨서 그런데 잠깐 결제 도와주실 수 있어요?","acquaintance"
"동생아 누나 폰 수리맡겨서 이 번호로 연락하는거야 부탁있어","acquaintance"
"엄마 나 학교에서 급하게 돈 낼 일이 생겼어 계좌로 보내줘","acquaintance"
"저 대학동기인데 번호가 바뀌어서 연락드려요 부탁 좀 드릴게요","acquaintance"
"이모 저 인증 안돼서 그런데 신분증 사진 좀 보내주실 수 있어요?","acquaintance"
"오빠 나 지금 계좌이체 안돼서 그런데 잠깐 대신 보내줄 수 있어?","acquaintance"
"엄마 나 원격상담 받아야해서 이 앱 좀 설치해줄래?","acquaintance"
"친구야 나 문상 급하게 필요한데 편의점가서 사줄 수 있어?","acquaintance"
"아빠 저 지금 급전이 필요해서 그런데 잠깐만 빌려주실 수 있나요","acquaintance"
"누나 나 폰 고장나서 컴퓨터로 톡하는거야 부탁할게 있어","acquaintance"
"엄마 나 시험비 납부해야하는데 지금 계좌이체 좀 해줄 수 있어?","acquaintance"
"형님 저 후배인데 번호 바뀌어서요 급한 부탁 하나만 드려도 될까요","acquaintance"
"여보 나 지금 인증번호 하나 받을건데 오면 나한테 알려줘","acquaintance"
"아들 엄마 폰 고장나서 이 번호로 연락하는거야 계좌번호 좀 보내줘","acquaintance"
"친구야 급하게 쓸 데가 있어서 그런데 30만원만 빌려줄 수 있어?","acquaintance"
"엄마 나 지금 밖이라 전화 못 받아 문자로 급한 부탁 좀 할게","acquaintance"
"삼촌 저 지금 통화가 어려워서요 대신 계좌로 좀 부탁드려요","acquaintance"
"언니 나 액정 나가서 급하게 톡으로 연락하는거야 부탁 있어","acquaintance"
"아빠 저 카드가 정지돼서 그런데 잠깐 결제 좀 대신 해주실 수 있어요?","acquaintance"
"동생 나 지금 폰 안돼서 잠깐 컴퓨터로 연락해 급한 부탁 있어","acquaintance"
"엄마 나 등록금 마감이라 지금 계좌로 급하게 보내줘야 해","acquaintance"
"형 나 지금 신분증 인증해야하는데 사진 좀 찍어서 보내줄 수 있어?","acquaintance"
"[Web발신] 무료 주식리딩방 오픈. 어제 3종목 전부 상한가 http://open.kakao/stockroom2","investment"
"선물옵션 자동매매 봇 무료체험 이벤트 진행중 http://autobot-trade.top","investment"
"[리딩방] 급등 테마주 선점 정보 무료공개. 지금 참여하세요 http://theme-stock.cc","investment"
"비트코인 단타매매 노하우 전수. VIP방 초대 http://btc-vip.xyz","investment"
"[Web발신] 코스닥 작전주 정보 사전입수. 소수정예 모집 http://insider-info.top","investment"
"해외선물 무료 시그널 제공. 수익인증 채널 참여하세요 http://signal-free.cc","investment"
"[투자자문] 전문가 1:1 종목관리 무료체험 신청 http://expert-manage.xyz","investment"
"NFT 프리세일 참여자 한정 200% 수익보장 이벤트 http://nft-guaranteed.top","investment"
"[Web발신] 스캘핑 매매기법 전수 무료강의 참여링크 http://scalping-class.cc","investment"
"부동산 경매 낙찰 대행 투자 원금보장 상품 안내 http://auction-invest.xyz","investment"
"[리딩방] 오늘의 급등주 사전 공개. 참여자 전원 수익인증 http://daily-pick.top","investment"
"가상자산 채굴 투자 상품 월 20% 확정수익 안내 http://mining-invest.cc","investment"
"[Web발신] 해외주식 무료리딩 이벤트. 지금 카톡방 입장 http://open.kakao/usstock","investment"
"미술품 조각투자 연 15% 확정수익 선착순 모집 http://art-invest.xyz","investment"
"[투자클럽] 전업투자자 노하우 전수 유료방 할인 이벤트 http://pro-club.top","investment"
"가상화폐 상장전 사전판매 참여 한정수량 안내 http://presale-coin.cc","investment"
"[Web발신] 파생상품 무위험 차익거래 기법 무료공개 http://arbitrage-free.xyz","investment"
"주식 양매도 전략으로 월 500만원 수익 인증방 http://option-strategy.top","investment"
"[리딩방] 급등직전 종목 실시간 알림 서비스 무료체험 http://realtime-alert.cc","investment"
"해외선물 야간 시그널방 무료초대. 오늘만 특별공개 http://night-signal.xyz","investment"
"[Web발신] 크라우드펀딩 고수익 프로젝트 투자자 모집 http://crowdfund-high.top","investment"
"가상자산 거래소 상장빔 사전정보 유료방 할인가 http://listing-info.cc","investment"
"[투자정보] 우량주 저평가 종목 발굴 무료세미나 http://undervalued-stock.xyz","investment"
"선물옵션 초보 필승공식 무료전자책 신청하세요 http://ebook-free.top","investment"
"[Web발신] 코인 단타 시그널 적중률 95% 인증 채널 http://signal95.cc","investment"
"부동산 리츠 소액투자 확정배당 상품 안내드립니다 http://reits-invest2.xyz","investment"
"[리딩방] 특급종목 무료공개 이벤트 오늘 마감 http://special-stock.top","investment"
"달러선물 자동매매 프로그램 무료배포 이벤트 http://usd-autotrade.cc","investment"
"[Web발신] 급등주 포착 AI매매 프로그램 체험단 모집 http://ai-trade.xyz","investment"
"해외선물 VIP리딩방 무료입장 오늘까지만 가능 http://open.kakao/vipoverseas","investment"
"[Web발신] 티머니 자동충전 결제승인 30,000원. 취소는 아래로 http://tmoney-cancel.top","payment"
"배달의민족 주문 결제 25,900원 승인. 본인아님시 신고 http://baemin-check.cc","payment"
"[Web발신] 스타벅스 앱 자동결제 15,000원 완료 알림 http://starbucks-pay.xyz","payment"
"가스요금 미납 안내 및 공급중단 예고 http://gas-unpaid.top","payment"
"[Web발신] 디즈니플러스 구독갱신 결제 9,900원 승인 http://disney-billing.cc","payment"
"휴대폰 소액결제 문화상품권 50,000원 구매승인 http://giftcard-approve.xyz","payment"
"[Web발신] 아파트 관리비 자동이체 실패 안내입니다 http://mgmt-fee.top","payment"
"해외 온라인몰 결제 USD 215 승인. 본인확인 필요 http://overseas-mall.cc","payment"
"[Web발신] 넷플릭스 정기결제 실패로 서비스 일시중단 예정 http://netflix-fail.xyz","payment"
"카드 자동납부 등록된 보험료 결제 실패 안내 http://insurance-fail.top","payment"
"[Web발신] 배달앱 포인트 소멸 예정 및 결제내역 확인 요망 http://point-expire.cc","payment"
"인터넷 요금제 변경으로 인한 차액 결제 안내 http://internet-diff.xyz","payment"
"[Web발신] 유튜브프리미엄 자동결제 14,900원 승인 알림 http://youtube-billing.top","payment"
"케이블TV 시청료 미납으로 서비스 정지 예정 http://cabletv-unpaid.cc","payment"
"[Web발신] 온라인쇼핑몰 정기배송 결제 갱신 안내 http://subscription-renew.xyz","payment"
"휴대폰 부가서비스 자동가입 결제 취소 신청 링크 http://addon-cancel.top","payment"
"[Web발신] 항공권 예약 결제 취소 수수료 안내드립니다 http://flight-cancel.cc","payment"
"정수기 렌탈료 결제 실패로 서비스 중단 예정 http://rental-fail.xyz","payment"
